0,1,2,3,4,5,6,7,8,9,10
sausage,sausage,chicken,chewing gum,newspapers,bottled water,pastry,yogurt,,,
sausage,packaged fruit/vegetables,curd,fruit/vegetable juice,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
berries,whole milk,sugar,,,,,,,,
chicken,hygiene articles,,,,,,,,,
sausage,pastry,,,,,,,,,
fruit/vegetable juice,fruit/vegetable juice,,,,,,,,,
dessert,cream cheese ,waffles,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
sausage,grapes,sliced cheese,napkins,,,,,,,
domestic eggs,specialty cheese,,,,,,,,,
dishes,sweet spreads,,,,,,,,,
frankfurter,chicken,cocoa drinks,onions,whole milk,UHT-milk,canned fish,bottled beer,,,
sausage,cake bar,,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
cat food,whole milk,chocolate,,,,,,,,
rolls/buns,chewing gum,,,,,,,,,
white bread,meat,domestic eggs,roll products ,,,,,,,
root vegetables,root vegetables,processed cheese,frozen fish,,,,,,,
pastry,seasonal products,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
butter,flour,fruit/vegetable juice,fruit/vegetable juice,,,,,,,
rolls/buns,bottled water,,,,,,,,,
beef,frozen meals,white bread,,,,,,,,
margarine,pickled vegetables,,,,,,,,,
chicken,fruit/vegetable juice,cake bar,,,,,,,,
beef,frozen vegetables,coffee,,,,,,,,
whole milk,detergent,,,,,,,,,
candy,frozen meals,,,,,,,,,
pastry,grapes,,,,,,,,,
frankfurter,sausage,packaged fruit/vegetables,yogurt,bottled beer,shopping bags,,,,,
tropical fruit,bottled water,,,,,,,,,
chicken,chocolate,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
other vegetables,butter,,,,,,,,,
other vegetables,white bread,,,,,,,,,
soda,spices,,,,,,,,,
onions,flour,whipped/sour cream,,,,,,,,
other vegetables,tropical fruit,onions,cream cheese ,root vegetables,root vegetables,yogurt,,,,
canned beer,ice cream,,,,,,,,,
citrus fruit,onions,,,,,,,,,
root vegetables,spread cheese,,,,,,,,,
candles,chewing gum,,,,,,,,,
beef,mustard,,,,,,,,,
onions,newspapers,newspapers,,,,,,,,
napkins,other vegetables,pot plants,,,,,,,,
sausage,snack products,rolls/buns,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
specialty cheese,sliced cheese,,,,,,,,,
canned beer,frankfurter,chicken,whole milk,softener,vinegar,,,,,
berries,canned fish,,,,,,,,,
frankfurter,other vegetables,whole milk,ready soups,brandy,,,,,,
canned beer,ice cream,,,,,,,,,
baking powder,bottled water,,,,,,,,,
bottled water,berries,,,,,,,,,
sausage,root vegetables,salty snack,coffee,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
beef,soda,,,,,,,,,
chicken,artif. sweetener,,,,,,,,,
yogurt,whole milk,fruit/vegetable juice,,,,,,,,
tropical fruit,long life bakery product,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
whole milk,white bread,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
photo/film,frozen potato products,,,,,,,,,
citrus fruit,beef,rolls/buns,whole milk,,,,,,,
beef,grapes,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
hamburger meat,soda,,,,,,,,,
whole milk,rolls/buns,hygiene articles,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
beef,ketchup,pork,hygiene articles,,,,,,,
white bread,napkins,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
coffee,tidbits,,,,,,,,,
sausage,pastry,,,,,,,,,
other vegetables,tropical fruit,sweet spreads,,,,,,,,
pastry,frozen dessert,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
sausage,whole milk,whipped/sour cream,yogurt,,,,,,,
root vegetables,butter,,,,,,,,,
sausage,bottled beer,,,,,,,,,
root vegetables,pastry,,,,,,,,,
cling film/bags,other vegetables,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
herbs,rum,,,,,,,,,
ice cream,chewing gum,,,,,,,,,
chewing gum,root vegetables,frozen vegetables,,,,,,,,
sausage,beef,whipped/sour cream,,,,,,,,
napkins,brown bread,,,,,,,,,
beverages,rolls/buns,,,,,,,,,
beverages,other vegetables,curd,,,,,,,,
newspapers,chocolate,,,,,,,,,
sausage,pip fruit,tropical fruit,pasta,rolls/buns,beverages,brown bread,,,,
sugar,bottled water,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
whole milk,whole milk,,,,,,,,,
root vegetables,soda,,,,,,,,,
other vegetables,liquor,,,,,,,,,
frankfurter,coffee,,,,,,,,,
soda,fruit/vegetable juice,bottled beer,,,,,,,,
soda,whole milk,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
sausage,root vegetables,soda,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
curd,whole milk,,,,,,,,,
specialty chocolate,canned fish,,,,,,,,,
whole milk,pastry,,,,,,,,,
other vegetables,soda,,,,,,,,,
rolls/buns,napkins,bottled beer,,,,,,,,
specialty bar,chewing gum,,,,,,,,,
sausage,salad dressing,,,,,,,,,
soda,processed cheese,instant coffee,,,,,,,,
fruit/vegetable juice,beverages,,,,,,,,,
salty snack,chocolate,,,,,,,,,
specialty bar,roll products ,,,,,,,,,
soda,salty snack,,,,,,,,,
soda,rice,sweet spreads,,,,,,,,
tropical fruit,yogurt,candy,,,,,,,,
soda,other vegetables,,,,,,,,,
ham,rolls/buns,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
white bread,flour,,,,,,,,,
beef,shopping bags,pickled vegetables,,,,,,,,
bottled water,chicken,processed cheese,whole milk,,,,,,,
pip fruit,bottled beer,,,,,,,,,
whole milk,root vegetables,margarine,,,,,,,,
beef,white bread,,,,,,,,,
fruit/vegetable juice,sausage,sausage,domestic eggs,seasonal products,,,,,,
hard cheese,waffles,,,,,,,,,
domestic eggs,whole milk,onions,misc. beverages,,,,,,,
canned beer,napkins,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
tropical fruit,soda,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
beef,brown bread,,,,,,,,,
long life bakery product,butter,,,,,,,,,
make up remover,shopping bags,,,,,,,,,
tropical fruit,root vegetables,candy,yogurt,rolls/buns,,,,,,
UHT-milk,soft cheese,,,,,,,,,
pastry,other vegetables,,,,,,,,,
other vegetables,pip fruit,dessert,red/blush wine,,,,,,,
citrus fruit,cake bar,,,,,,,,,
shopping bags,chocolate,,,,,,,,,
seasonal products,other vegetables,bottled water,,,,,,,,
rolls/buns,whole milk,napkins,fruit/vegetable juice,mustard,,,,,,
chocolate,rolls/buns,,,,,,,,,
butter,dish cleaner,light bulbs,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
fruit/vegetable juice,ketchup,,,,,,,,,
hamburger meat,candy,napkins,,,,,,,,
frozen fish,tropical fruit,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
citrus fruit,whole milk,specialty cheese,,,,,,,,
ham,newspapers,waffles,,,,,,,,
butter milk,margarine,,,,,,,,,
other vegetables,margarine,,,,,,,,,
whipped/sour cream,cat food,,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
root vegetables,onions,,,,,,,,,
pastry,mustard,,,,,,,,,
specialty bar,whole milk,,,,,,,,,
tropical fruit,long life bakery product,,,,,,,,,
dessert,whipped/sour cream,,,,,,,,,
red/blush wine,frozen fish,,,,,,,,,
tea,soda,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
yogurt,napkins,,,,,,,,,
newspapers,bottled water,,,,,,,,,
domestic eggs,waffles,,,,,,,,,
chicken,other vegetables,bathroom cleaner,chicken,grapes,fruit/vegetable juice,fruit/vegetable juice,soda,,,
pork,butter,,,,,,,,,
other vegetables,cake bar,,,,,,,,,
other vegetables,margarine,,,,,,,,,
tropical fruit,oil,,,,,,,,,
sliced cheese,pudding powder,,,,,,,,,
soda,specialty bar,tidbits,,,,,,,,
onions,grapes,,,,,,,,,
frankfurter,salty snack,,,,,,,,,
vinegar,flour,,,,,,,,,
specialty chocolate,soft cheese,,,,,,,,,
other vegetables,hygiene articles,dessert,margarine,fruit/vegetable juice,hygiene articles,,,,,
margarine,beef,whipped/sour cream,,,,,,,,
chicken,waffles,,,,,,,,,
curd,newspapers,,,,,,,,,
beverages,red/blush wine,,,,,,,,,
butter,sugar,,,,,,,,,
chicken,white wine,margarine,,,,,,,,
ham,root vegetables,rolls/buns,processed cheese,whole milk,pastry,soups,,,,
frozen meals,fruit/vegetable juice,,,,,,,,,
pork,pip fruit,,,,,,,,,
bottled beer,fruit/vegetable juice,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
hygiene articles,other vegetables,,,,,,,,,
specialty chocolate,margarine,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
chicken,ice cream,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
mustard,root vegetables,,,,,,,,,
newspapers,cat food,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
bottled water,pork,salty snack,,,,,,,,
newspapers,yogurt,napkins,,,,,,,,
preservation products,soups,,,,,,,,,
yogurt,white bread,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
ice cream,whole milk,,,,,,,,,
canned beer,grapes,UHT-milk,brown bread,,,,,,,
sausage,whole milk,cake bar,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
whole milk,root vegetables,rolls/buns,whipped/sour cream,,,,,,,
UHT-milk,other vegetables,other vegetables,bottled water,,,,,,,
rolls/buns,instant coffee,,,,,,,,,
whole milk,dish cleaner,frozen fish,newspapers,,,,,,,
chicken,brown bread,,,,,,,,,
pastry,curd,bottled beer,,,,,,,,
other vegetables,soda,,,,,,,,,
cream cheese ,butter milk,,,,,,,,,
bottled water,whole milk,,,,,,,,,
frankfurter,brown bread,,,,,,,,,
hamburger meat,pip fruit,,,,,,,,,
cling film/bags,canned vegetables,,,,,,,,,
newspapers,berries,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
root vegetables,pasta,pip fruit,red/blush wine,,,,,,,
citrus fruit,pastry,,,,,,,,,
butter milk,white wine,,,,,,,,,
processed cheese,dog food,frozen potato products,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
sausage,salty snack,brown bread,white bread,candles,,,,,,
whole milk,napkins,artif. sweetener,,,,,,,,
grapes,canned beer,frozen dessert,sugar,detergent,,,,,,
yogurt,soda,,,,,,,,,
frozen meals,yogurt,,,,,,,,,
whole milk,yogurt,,,,,,,,,
berries,rolls/buns,,,,,,,,,
specialty chocolate,baking powder,soda,,,,,,,,
pastry,whole milk,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
beef,flour,,,,,,,,,
cling film/bags,ham,,,,,,,,,
ham,liquor (appetizer),,,,,,,,,
yogurt,misc. beverages,brown bread,napkins,,,,,,,
sausage,cream cheese ,,,,,,,,,
whole milk,sauces,,,,,,,,,
other vegetables,cat food,,,,,,,,,
bottled beer,specialty cheese,,,,,,,,,
chicken,root vegetables,,,,,,,,,
beef,root vegetables,,,,,,,,,
soda,yogurt,,,,,,,,,
salt,cake bar,,,,,,,,,
root vegetables,grapes,,,,,,,,,
beverages,whole milk,napkins,,,,,,,,
other vegetables,baking powder,salty snack,,,,,,,,
other vegetables,pip fruit,white bread,,,,,,,,
whole milk,onions,,,,,,,,,
soda,curd,,,,,,,,,
citrus fruit,rolls/buns,whole milk,brown bread,,,,,,,
other vegetables,baking powder,,,,,,,,,
shopping bags,baking powder,,,,,,,,,
liquor,sugar,,,,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
herbs,soft cheese,,,,,,,,,
root vegetables,margarine,,,,,,,,,
pastry,domestic eggs,,,,,,,,,
pork,pastry,,,,,,,,,
other vegetables,brown bread,bottled water,specialty bar,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
pastry,chewing gum,,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
canned beer,specialty vegetables,long life bakery product,,,,,,,,
chicken,bottled beer,soda,domestic eggs,other vegetables,,,,,,
whole milk,shopping bags,,,,,,,,,
soda,margarine,,,,,,,,,
other vegetables,soda,,,,,,,,,
organic sausage,UHT-milk,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
whole milk,bottled water,,,,,,,,,
specialty chocolate,other vegetables,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
domestic eggs,beef,coffee,bottled beer,,,,,,,
whole milk,canned beer,,,,,,,,,
sausage,root vegetables,soda,chocolate marshmallow,,,,,,,
newspapers,soda,,,,,,,,,
whole milk,yogurt,domestic eggs,newspapers,,,,,,,
canned beer,chocolate,,,,,,,,,
frankfurter,frankfurter,grapes,brown bread,,,,,,,
newspapers,whole milk,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
pork,frozen meals,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
onions,margarine,sweet spreads,,,,,,,,
whole milk,butter,,,,,,,,,
waffles,white bread,,,,,,,,,
yogurt,butter milk,,,,,,,,,
long life bakery product,sweet spreads,,,,,,,,,
pip fruit,zwieback,,,,,,,,,
white bread,frozen vegetables,soda,,,,,,,,
canned beer,flour,,,,,,,,,
pork,other vegetables,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
pastry,brown bread,whisky,,,,,,,,
sausage,pip fruit,dish cleaner,,,,,,,,
root vegetables,grapes,,,,,,,,,
frankfurter,margarine,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
soda,bottled water,,,,,,,,,
other vegetables,soda,,,,,,,,,
other vegetables,other vegetables,dishes,,,,,,,,
tropical fruit,chicken,beef,pasta,onions,long life bakery product,whole milk,jam,,,
other vegetables,dog food,,,,,,,,,
yogurt,salty snack,,,,,,,,,
pip fruit,turkey,yogurt,root vegetables,other vegetables,chocolate,fruit/vegetable juice,,,,
root vegetables,frozen meals,,,,,,,,,
yogurt,tropical fruit,whipped/sour cream,Instant food products,,,,,,,
sausage,bottled beer,,,,,,,,,
canned beer,brown bread,napkins,,,,,,,,
frankfurter,yogurt,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
canned beer,curd,pastry,,,,,,,,
pastry,bottled beer,,,,,,,,,
tropical fruit,snack products,,,,,,,,,
specialty bar,soda,,,,,,,,,
sausage,sausage,whole milk,canned fruit,cake bar,,,,,,
soda,whole milk,,,,,,,,,
domestic eggs,cream cheese ,,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
root vegetables,butter,dessert,,,,,,,,
brown bread,whole milk,frozen vegetables,frozen meals,,,,,,,
pastry,cat food,,,,,,,,,
tropical fruit,tropical fruit,,,,,,,,,
cereals,soda,,,,,,,,,
processed cheese,fruit/vegetable juice,frozen meals,cat food,,,,,,,
yogurt,rolls/buns,fruit/vegetable juice,spices,canned fish,,,,,,
chocolate,butter,,,,,,,,,
root vegetables,white wine,liquor (appetizer),,,,,,,,
berries,whipped/sour cream,other vegetables,other vegetables,newspapers,,,,,,
salt,domestic eggs,,,,,,,,,
pet care,frozen vegetables,spices,,,,,,,,
bottled water,other vegetables,,,,,,,,,
whole milk,soda,,,,,,,,,
frankfurter,sausage,,,,,,,,,
canned beer,margarine,chocolate,,,,,,,,
butter,brown bread,,,,,,,,,
yogurt,butter,,,,,,,,,
pip fruit,butter milk,,,,,,,,,
liquor,dessert,waffles,,,,,,,,
canned beer,other vegetables,,,,,,,,,
specialty bar,chocolate,packaged fruit/vegetables,domestic eggs,cream cheese ,,,,,,
yogurt,pork,UHT-milk,specialty bar,,,,,,,
condensed milk,hard cheese,,,,,,,,,
yogurt,cookware,,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
waffles,flour,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
hamburger meat,other vegetables,hygiene articles,popcorn,,,,,,,
light bulbs,pastry,UHT-milk,baking powder,,,,,,,
sausage,whole milk,yogurt,,,,,,,,
bottled beer,pastry,,,,,,,,,
canned beer,bottled water,,,,,,,,,
ice cream,rolls/buns,butter milk,,,,,,,,
sausage,rolls/buns,soda,other vegetables,,,,,,,
newspapers,salty snack,,,,,,,,,
rolls/buns,cereals,,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
soda,other vegetables,,,,,,,,,
sugar,shopping bags,,,,,,,,,
chocolate,tea,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
other vegetables,sausage,tropical fruit,frozen meals,hygiene articles,rolls/buns,,,,,
whole milk,sausage,bottled beer,yogurt,,,,,,,
turkey,herbs,white bread,,,,,,,,
oil,soda,,,,,,,,,
hamburger meat,beverages,margarine,,,,,,,,
sausage,frozen vegetables,specialty vegetables,,,,,,,,
whole milk,kitchen towels,,,,,,,,,
chicken,canned beer,,,,,,,,,
tropical fruit,rolls/buns,frozen fish,,,,,,,,
other vegetables,ice cream,pork,salt,,,,,,,
bottled beer,bottled beer,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
pip fruit,cat food,,,,,,,,,
chicken,whole milk,snack products,,,,,,,,
napkins,pastry,,,,,,,,,
semi-finished bread,pip fruit,,,,,,,,,
brown bread,yogurt,,,,,,,,,
baking powder,soda,,,,,,,,,
rolls/buns,whole milk,white bread,popcorn,,,,,,,
sausage,soda,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
yogurt,yogurt,,,,,,,,,
chocolate,citrus fruit,bottled beer,bottled water,red/blush wine,,,,,,
root vegetables,soda,long life bakery product,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
ham,frozen meals,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
dessert,butter,,,,,,,,,
whole milk,seasonal products,,,,,,,,,
frankfurter,finished products,canned beer,hamburger meat,packaged fruit/vegetables,whipped/sour cream,curd,sweet spreads,white bread,,
berries,long life bakery product,,,,,,,,,
rolls/buns,soups,,,,,,,,,
bathroom cleaner,whole milk,,,,,,,,,
newspapers,other vegetables,shopping bags,,,,,,,,
butter,candy,,,,,,,,,
long life bakery product,hamburger meat,whole milk,,,,,,,,
liquor,soda,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
chicken,bottled water,brown bread,hygiene articles,,,,,,,
specialty bar,canned beer,,,,,,,,,
rolls/buns,berries,,,,,,,,,
white bread,white bread,,,,,,,,,
frankfurter,butter,,,,,,,,,
cream cheese ,semi-finished bread,,,,,,,,,
chewing gum,pot plants,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
pork,pip fruit,,,,,,,,,
whole milk,beef,rolls/buns,curd,white bread,,,,,,
root vegetables,frozen fish,,,,,,,,,
citrus fruit,soda,,,,,,,,,
chicken,yogurt,,,,,,,,,
rolls/buns,candy,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
semi-finished bread,liquor,pastry,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,
pip fruit,hard cheese,candy,,,,,,,,
waffles,chicken,hard cheese,dishes,,,,,,,
frankfurter,whole milk,grapes,butter,semi-finished bread,,,,,,
hard cheese,dessert,,,,,,,,,
soda,tropical fruit,other vegetables,bottled water,,,,,,,
flower (seeds),flower (seeds),,,,,,,,,
brown bread,hygiene articles,shopping bags,,,,,,,,
pot plants,soda,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
domestic eggs,waffles,coffee,shopping bags,,,,,,,
sausage,pastry,,,,,,,,,
tropical fruit,soda,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
condensed milk,shopping bags,long life bakery product,,,,,,,,
cocoa drinks,sliced cheese,,,,,,,,,
beef,pip fruit,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pip fruit,rolls/buns,yogurt,,,,,,,,
brown bread,whole milk,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
pastry,other vegetables,,,,,,,,,
grapes,frozen vegetables,,,,,,,,,
UHT-milk,whole milk,canned beer,,,,,,,,
shopping bags,misc. beverages,,,,,,,,,
tropical fruit,instant coffee,yogurt,salty snack,,,,,,,
tropical fruit,cat food,,,,,,,,,
margarine,cream cheese ,,,,,,,,,
whipped/sour cream,domestic eggs,,,,,,,,,
onions,cat food,,,,,,,,,
beef,condensed milk,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
root vegetables,margarine,bottled water,,,,,,,,
tropical fruit,other vegetables,dessert,,,,,,,,
chewing gum,domestic eggs,packaged fruit/vegetables,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
citrus fruit,domestic eggs,bottled water,,,,,,,,
coffee,citrus fruit,other vegetables,fruit/vegetable juice,,,,,,,
coffee,hard cheese,domestic eggs,,,,,,,,
whole milk,sauces,,,,,,,,,
soda,pork,curd,Instant food products,,,,,,,
yogurt,other vegetables,,,,,,,,,
berries,onions,,,,,,,,,
canned fish,newspapers,,,,,,,,,
pot plants,dish cleaner,,,,,,,,,
canned beer,dessert,,,,,,,,,
canned beer,margarine,white bread,,,,,,,,
whole milk,coffee,bottled beer,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
herbs,seasonal products,pastry,yogurt,,,,,,,
bottled water,UHT-milk,,,,,,,,,
sausage,pip fruit,bottled water,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
detergent,misc. beverages,,,,,,,,,
berries,ham,,,,,,,,,
detergent,misc. beverages,,,,,,,,,
coffee,bottled beer,,,,,,,,,
whole milk,flour,,,,,,,,,
hamburger meat,citrus fruit,,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
root vegetables,whipped/sour cream,root vegetables,canned beer,,,,,,,
mayonnaise,hard cheese,brown bread,,,,,,,,
whipped/sour cream,specialty bar,,,,,,,,,
specialty chocolate,yogurt,hard cheese,pastry,,,,,,,
sliced cheese,napkins,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
berries,white wine,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
other vegetables,other vegetables,berries,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
yogurt,bottled beer,napkins,,,,,,,,
curd,photo/film,,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
onions,pastry,shopping bags,,,,,,,,
condensed milk,curd,,,,,,,,,
pip fruit,soda,,,,,,,,,
frozen fish,whipped/sour cream,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
specialty chocolate,specialty cheese,,,,,,,,,
pork,soda,,,,,,,,,
pastry,brandy,soda,,,,,,,,
onions,pastry,soda,,,,,,,,
frozen meals,other vegetables,specialty chocolate,,,,,,,,
dessert,pot plants,,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
rolls/buns,white bread,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
soda,berries,,,,,,,,,
hard cheese,sugar,,,,,,,,,
citrus fruit,pot plants,newspapers,,,,,,,,
white bread,curd cheese,,,,,,,,,
whole milk,napkins,,,,,,,,,
onions,root vegetables,bottled water,,,,,,,,
sugar,butter milk,photo/film,,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,ice cream,detergent,rolls/buns,,,,,,,
other vegetables,meat spreads,,,,,,,,,
curd,yogurt,detergent,,,,,,,,
brown bread,ketchup,soda,,,,,,,,
berries,red/blush wine,,,,,,,,,
UHT-milk,brown bread,,,,,,,,,
rolls/buns,misc. beverages,,,,,,,,,
sugar,curd,,,,,,,,,
sparkling wine,cream cheese ,,,,,,,,,
other vegetables,citrus fruit,pork,frozen vegetables,cat food,curd,spices,soda,,,
rolls/buns,margarine,,,,,,,,,
soda,shopping bags,,,,,,,,,
soda,napkins,,,,,,,,,
shopping bags,beef,citrus fruit,cat food,,,,,,,
soda,other vegetables,,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
chewing gum,softener,,,,,,,,,
canned beer,baking powder,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
frozen fruits,pot plants,,,,,,,,,
meat,rolls/buns,,,,,,,,,
fish,canned beer,,,,,,,,,
pip fruit,butter,,,,,,,,,
salty snack,chewing gum,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
sausage,fruit/vegetable juice,bottled water,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
whole milk,specialty bar,newspapers,,,,,,,,
